Brand,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine_CC,Mileage_kmpl,Seats,Owner_Count,Selling_Price
Skoda,2017,73920,Diesel,Automatic,1345.0,12.1,5,2,1582000
Mahindra,2012,48619,Petrol,Manual,1347.0,24.8,7,4,1139000
Tata,2021,47821,Diesel,Manual,1317.0,23.9,7,1,2193000
Mahindra,2017,130736,Diesel,Manual,1713.0,21.3,7,1,1816000
Maruti,2012,149565,Petrol,Manual,1014.0,11.7,5,2,737000
Tata,2017,22069,Petrol,Manual,933.0,22.4,5,2,1491000
Volkswagen,2021,12531,Petrol,Manual,1084.0,22.9,7,1,2245000
Skoda,2019,143808,Petrol,Manual,1949.0,22.3,7,1,1980000
Hyundai,2022,143782,CNG,Manual,2262.0,11.8,8,2,2335000
Maruti,2013,72155,Diesel,Manual,1485.0,20.3,5,1,1378000
Skoda,2013,150047,Diesel,Automatic,1975.0,23.3,5,1,1571000
Volkswagen,2025,67424,Diesel,Automatic,1130.0,19.2,5,1,2636000
Skoda,2026,50603,Petrol,Manual,2361.0,20.3,7,1,3264000
Volkswagen,2024,159324,CNG,Manual,2206.0,17.3,5,2,2472000
Volkswagen,2023,137503,Diesel,Automatic,1938.0,18.5,5,1,2461000
Mahindra,2015,97573,Diesel,Automatic,1693.0,10.6,8,2,1803000
Ford,2022,145629,CNG,Manual,2305.0,20.2,4,1,2409000
Maruti,2014,108302,Petrol,Manual,2107.0,11.3,7,1,1560000
Skoda,2015,136234,Diesel,Manual,1698.0,17.0,5,2,1627000
Toyota,2024,24675,Petrol,Manual,1898.0,14.7,7,1,3272000
Maruti,2023,78997,Petrol,Manual,1989.0,18.7,5,1,2390000
Ford,2018,153087,Petrol,Manual,2012.0,12.1,7,1,1927000
Maruti,2024,145905,Electric,Manual,877.0,21.1,7,1,2302000
Honda,2022,12896,CNG,Manual,1746.0,22.7,4,1,2536000
Toyota,2012,54733,Diesel,Automatic,2425.0,12.6,5,2,1669000
Ford,2017,46800,Diesel,Manual,1487.0,11.7,5,2,1535000
Mahindra,2026,101044,Diesel,Manual,820.0,12.3,6,2,2267000
Skoda,2026,10347,Electric,Manual,1365.0,24.0,7,1,2999000
Kia,2014,138715,Petrol,Manual,2007.0,18.5,5,1,1656000
Ford,2022,45785,Petrol,Automatic,2045.0,17.5,5,1,2634000
Hyundai,2021,23681,Petrol,Manual,1626.0,11.7,5,1,2265000
Skoda,2018,108864,Diesel,Manual,2151.0,20.4,7,1,2213000
Ford,2021,151964,Diesel,Automatic,978.0,23.9,8,1,1977000
Honda,2013,52299,Petrol,Manual,1935.0,23.3,5,4,1474000
Kia,2025,22073,Petrol,Automatic,2559.0,20.0,5,1,3163000
Honda,2013,107304,Diesel,Manual,2549.0,11.2,5,1,1640000
Kia,2024,35682,Petrol,Manual,1882.0,11.8,5,2,2484000
Hyundai,2015,129302,Diesel,Manual,2150.0,10.8,5,1,1544000
Skoda,2012,150361,Electric,Manual,1704.0,14.1,5,2,1022000
Mahindra,2014,120359,Petrol,Automatic,2444.0,12.2,5,2,1865000
Honda,2024,143999,Petrol,Automatic,1468.0,14.2,5,3,2190000
Honda,2020,71707,Diesel,Manual,990.0,16.2,5,1,2044000
Volkswagen,2018,70428,Diesel,Manual,2023.0,25.1,5,2,2318000
Kia,2026,55601,Diesel,Automatic,2135.0,19.8,4,1,3076000
Tata,2018,138611,Electric,Automatic,1507.0,23.4,7,2,2005000
Skoda,2024,116487,Petrol,Manual,1858.0,21.4,7,1,3012000
Kia,2024,158741,Petrol,Manual,1178.0,11.8,5,1,2320000
Volkswagen,2022,156716,Diesel,Manual,1186.0,21.8,5,1,2101000
Maruti,2015,154817,CNG,Automatic,2581.0,14.4,7,1,2007000
Kia,2013,33228,Petrol,Manual,1036.0,20.2,7,2,1213000
Mahindra,2026,127788,Diesel,Manual,1415.0,15.5,5,2,2565000
Skoda,2025,102239,Diesel,Automatic,2342.0,26.0,5,2,3055000
Volkswagen,2015,31928,Petrol,Manual,1082.0,14.2,5,1,1156000
Maruti,2017,23322,Petrol,Manual,800.0,14.5,5,2,1239000
Toyota,2022,92896,CNG,Manual,2554.0,24.9,5,1,2863000
Volkswagen,2022,67292,Petrol,Manual,1263.0,10.4,5,3,1821000
Toyota,2014,34055,Petrol,Manual,2053.0,21.1,7,3,1796000
Skoda,2012,47891,Petrol,Manual,1766.0,21.6,5,1,1327000
Honda,2025,86912,CNG,Manual,971.0,23.4,5,2,2293000
Volkswagen,2023,142660,Diesel,Manual,1910.0,25.6,5,1,2698000
Hyundai,2019,95536,Diesel,Automatic,2376.0,25.6,5,1,2590000
Toyota,2023,11304,Petrol,Automatic,1946.0,11.0,4,1,2768000
Mahindra,2024,12345,Diesel,Manual,1642.0,23.1,5,1,2906000
Hyundai,2016,96006,Diesel,Manual,2121.0,20.3,7,2,2026000
Ford,2026,151424,Diesel,Manual,1489.0,20.4,5,1,2767000
Ford,2016,134350,CNG,Manual,1374.0,12.1,7,1,1408000
Maruti,2022,24446,Petrol,Manual,2307.0,20.4,7,1,2739000
Honda,2015,7336,Diesel,Manual,964.0,25.7,5,2,1409000
Skoda,2017,67032,Petrol,Manual,2522.0,24.6,5,3,2121000
Volkswagen,2014,102852,Diesel,Manual,1182.0,17.0,5,2,1355000
Tata,2020,143593,Petrol,Manual,1008.0,10.6,7,2,1763000
Mahindra,2016,159553,Petrol,Automatic,2562.0,15.8,7,1,2206000
Toyota,2014,23474,Petrol,Manual,2255.0,23.2,7,1,1855000
Skoda,2022,60718,Diesel,Manual,2212.0,21.2,5,1,2862000
Hyundai,2012,49629,Petrol,Manual,2383.0,17.3,6,1,1393000
Ford,2021,50232,Diesel,Automatic,1023.0,10.9,5,2,2105000
Mahindra,2023,91544,Petrol,Automatic,802.0,16.8,5,1,2102000
Tata,2017,55669,Petrol,Manual,1171.0,17.5,4,2,1627000
Volkswagen,2026,74184,Diesel,Manual,2510.0,24.9,5,1,3130000
Maruti,2013,18140,Petrol,Manual,2269.0,20.3,7,1,1981000
Tata,2024,131468,Petrol,Manual,1410.0,15.0,5,1,2081000
Mahindra,2014,88457,Diesel,Manual,915.0,18.4,5,2,1082000
Tata,2012,19357,Petrol,Automatic,2093.0,11.1,5,2,1388000
Mahindra,2020,116672,Petrol,Manual,1246.0,25.6,7,3,1720000
Mahindra,2019,73673,Petrol,Automatic,2191.0,15.8,7,1,2433000
Kia,2023,126673,Electric,Manual,2076.0,17.6,5,4,2769000
Toyota,2013,70633,Diesel,Manual,2140.0,15.7,5,1,2017000
Ford,2026,101111,Diesel,Automatic,1214.0,20.9,5,1,2717000
Kia,2023,83258,Diesel,Manual,1918.0,20.6,7,4,2689000
Volkswagen,2022,148996,Petrol,Manual,1691.0,21.4,5,1,2285000
Kia,2019,74286,Petrol,Manual,1847.0,14.3,5,2,2065000
Honda,2023,98269,Diesel,Manual,2451.0,15.1,5,1,2723000
Honda,2025,79071,Petrol,Automatic,1462.0,12.0,5,1,2627000
Ford,2020,35651,Petrol,Manual,1873.0,20.5,7,3,2312000
Tata,2012,75202,Petrol,Automatic,2325.0,,5,1,1483000
Toyota,2024,53777,Petrol,Automatic,1517.0,19.6,5,2,2655000
Ford,2016,153066,Electric,Automatic,2321.0,23.9,5,1,2201000
Mahindra,2019,72263,Petrol,Manual,2158.0,24.3,5,2,2354000
Hyundai,2026,105158,Petrol,Manual,1902.0,17.2,7,1,2731000
Toyota,2022,15800,Petrol,Automatic,2405.0,17.3,5,1,2930000
Toyota,2025,42823,Electric,Manual,1850.0,11.2,7,1,3298000
Mahindra,2013,68878,Petrol,Manual,1070.0,20.7,7,1,1419000
Mahindra,2015,23708,Petrol,Manual,1361.0,23.1,5,3,1677000
Maruti,2018,148891,Diesel,Manual,1603.0,13.9,4,1,1718000
Ford,2014,68870,Diesel,Manual,1046.0,16.7,5,1,1299000
Mahindra,2024,14283,Petrol,Manual,2599.0,23.4,7,1,3343000
Honda,2023,83707,Petrol,Manual,2414.0,24.0,5,1,3020000
Volkswagen,2016,10774,Petrol,Automatic,1186.0,13.9,5,2,1407000
Hyundai,2019,147055,Petrol,Manual,1501.0,18.8,5,4,1452000
Ford,2023,101468,Petrol,Automatic,1358.0,13.1,7,1,2518000
Skoda,2021,101334,Petrol,Automatic,1772.0,11.6,5,2,2178000
Honda,2014,23133,Petrol,Automatic,2184.0,24.6,5,1,1960000
Tata,2015,151011,Petrol,Manual,1783.0,23.1,5,1,1392000
Mahindra,2025,5781,Diesel,Automatic,2311.0,22.2,5,2,3176000
Skoda,2026,119586,Electric,Manual,1151.0,10.8,7,1,2515000
Mahindra,2020,32624,Diesel,Automatic,2524.0,23.5,5,2,3022000
Toyota,2025,11823,Petrol,Manual,2079.0,17.0,7,3,2955000
Honda,2025,23489,Petrol,Automatic,2045.0,15.5,7,1,3092000
Toyota,2018,34118,Electric,Automatic,1552.0,18.7,5,3,2301000
Maruti,2012,105417,Petrol,Manual,1580.0,,7,2,1199000
Toyota,2025,86816,Petrol,Manual,1824.0,22.1,5,1,2925000
Maruti,2023,158335,Diesel,Automatic,1345.0,19.3,5,2,2372000
Maruti,2015,18565,Diesel,Manual,2269.0,13.0,6,1,1852000
Skoda,2015,156426,Diesel,Automatic,878.0,13.0,5,4,1020000
Mahindra,2020,96179,Petrol,Manual,2059.0,12.9,5,2,2203000
Tata,2017,28648,Petrol,Manual,1133.0,10.9,5,1,1490000
Toyota,2020,46971,Electric,Automatic,1688.0,19.4,7,1,2701000
Honda,2023,23658,Petrol,Manual,2172.0,23.4,5,2,2825000
Maruti,2026,26253,Diesel,Automatic,1921.0,10.3,5,1,3098000
Mahindra,2017,93664,Diesel,Manual,1905.0,10.8,5,1,1628000
Hyundai,2017,108850,Diesel,Manual,1301.0,19.2,7,1,1838000
Ford,2016,142924,Petrol,Manual,2300.0,23.1,7,1,1931000
Skoda,2016,138623,Petrol,Manual,2527.0,15.2,5,1,2009000
Tata,2013,76947,Diesel,Automatic,1564.0,15.6,7,1,1657000
Kia,2019,66001,CNG,Manual,1720.0,19.5,5,1,2329000
Skoda,2019,127775,Electric,Manual,1349.0,14.4,5,2,2073000
Hyundai,2022,38243,Petrol,Manual,813.0,10.4,7,1,2182000
Ford,2024,157872,Petrol,Automatic,1191.0,21.8,7,1,2578000
Hyundai,2012,80939,Electric,Manual,2170.0,20.0,7,1,1844000
Toyota,2019,62828,Diesel,Automatic,1109.0,19.3,7,1,2174000
Maruti,2016,143311,CNG,Manual,1185.0,21.9,5,1,1517000
Tata,2013,11710,Petrol,Manual,2032.0,20.8,7,1,1862000
Volkswagen,2025,157456,Diesel,Automatic,2180.0,13.3,5,1,2800000
Maruti,2013,157110,Diesel,Manual,1773.0,15.6,5,2,1252000
Volkswagen,2025,42991,Diesel,Manual,2424.0,12.0,5,2,2961000
Ford,2026,143043,Petrol,Manual,2391.0,,5,2,2635000
Mahindra,2026,90445,Petrol,Manual,1917.0,20.8,5,2,2958000
Kia,2017,85257,Diesel,Automatic,1916.0,23.7,5,2,2130000
Honda,2022,42711,Petrol,Manual,1139.0,25.4,5,1,2539000
Maruti,2024,11530,Petrol,Automatic,1396.0,20.1,5,2,2410000
Tata,2020,16116,Electric,Manual,2268.0,12.9,5,1,2552000
Hyundai,2012,70794,Petrol,Manual,1556.0,11.7,5,2,1085000
Tata,2023,136354,Diesel,Automatic,1845.0,23.0,5,2,2698000
Ford,2017,137970,Petrol,Manual,1090.0,19.3,7,1,1560000
Volkswagen,2020,9135,Diesel,Manual,2308.0,19.9,7,1,2762000
Hyundai,2019,142701,Electric,Manual,1105.0,22.5,7,1,1873000
Honda,2022,114472,Petrol,Manual,1433.0,21.3,5,2,2012000
Honda,2017,130147,Petrol,Manual,1951.0,23.4,7,2,1970000
Maruti,2014,94087,Petrol,Manual,1424.0,10.9,5,3,924000
Ford,2019,38380,Petrol,Manual,1738.0,22.0,5,1,2077000
Mahindra,2020,134951,Diesel,Manual,2096.0,23.6,5,2,2328000
Ford,2012,22071,CNG,Manual,1647.0,14.6,7,1,1299000
Volkswagen,2023,25074,Petrol,Manual,1241.0,20.2,5,3,2467000
Tata,2020,72843,Petrol,Manual,1302.0,15.0,5,1,2056000
Honda,2025,44901,Petrol,Manual,929.0,25.3,5,1,2326000
Tata,2026,16205,Diesel,Automatic,1955.0,10.5,7,1,3031000
Tata,2017,129661,Petrol,Manual,1396.0,19.3,5,2,1240000
Tata,2017,10906,Diesel,Automatic,2305.0,12.7,5,3,2073000
Honda,2023,138663,Diesel,Manual,1661.0,21.4,5,1,2532000
Skoda,2015,130576,Diesel,Manual,2213.0,12.8,5,1,1690000
Toyota,2012,67987,Petrol,Manual,1392.0,13.8,6,3,1112000
Volkswagen,2021,85685,Diesel,Manual,1798.0,17.9,5,1,2162000
Skoda,2019,115454,Petrol,Manual,1124.0,24.6,7,2,1949000
Volkswagen,2013,110487,Petrol,Manual,1892.0,13.4,5,1,1295000
Hyundai,2023,59400,CNG,Manual,2483.0,12.3,7,1,2843000
Ford,2012,36852,Diesel,Automatic,1247.0,22.1,4,2,1318000
Ford,2013,57756,Petrol,Manual,2351.0,18.0,5,2,1456000
Kia,2012,120357,Petrol,Manual,1618.0,24.6,5,1,1152000
Ford,2012,124052,Petrol,Automatic,2440.0,12.3,5,1,1630000
Honda,2020,61481,Petrol,Manual,1988.0,20.3,5,2,2314000
Mahindra,2024,6283,Petrol,Manual,2311.0,13.7,7,1,3108000
Maruti,2025,38691,Petrol,Automatic,2536.0,12.5,5,3,3002000
Kia,2012,137197,Petrol,Automatic,1508.0,20.9,6,1,1296000
Maruti,2024,31170,Diesel,Automatic,2249.0,19.5,7,1,2933000
Volkswagen,2015,13438,Diesel,Manual,2520.0,22.1,5,3,2058000
Maruti,2021,25095,Diesel,Manual,1064.0,15.0,7,2,2088000
Maruti,2017,152226,Petrol,Automatic,1411.0,17.2,6,1,1853000
Kia,2018,144076,Electric,Manual,2165.0,16.5,5,2,2227000
Hyundai,2013,14752,Diesel,Manual,1631.0,25.7,7,1,1935000
Tata,2017,60426,Diesel,Manual,2549.0,14.7,5,1,2280000
Ford,2018,31819,Diesel,Manual,2101.0,14.7,5,4,1889000
Ford,2021,97051,CNG,Manual,1473.0,15.7,7,2,2103000
Honda,2025,37994,Diesel,Manual,2262.0,19.0,5,2,3033000
Kia,2021,151108,Petrol,Manual,956.0,14.0,5,1,1635000
Honda,2013,102756,Diesel,Manual,2245.0,24.6,5,1,1706000
Mahindra,2026,145659,Diesel,Automatic,1050.0,14.3,7,1,2558000
Mahindra,2013,100665,Diesel,Manual,1677.0,24.3,7,1,1783000
Honda,2021,136717,Diesel,Manual,2432.0,11.7,5,2,2107000
Kia,2018,86835,Petrol,Manual,1329.0,20.5,6,1,1954000
Honda,2023,127232,Petrol,Manual,1126.0,24.5,7,2,2124000
Ford,2012,154960,CNG,Manual,1760.0,12.7,5,1,917000
Skoda,2019,48732,Diesel,Manual,1694.0,25.5,5,1,2425000
Toyota,2022,51305,Diesel,Automatic,896.0,17.2,7,1,2477000
Maruti,2024,14346,Petrol,Automatic,1312.0,25.1,7,1,2939000
Toyota,2014,5587,Petrol,Manual,1015.0,20.8,7,1,1647000
Kia,2022,17763,CNG,Manual,1955.0,14.8,5,3,2697000
Toyota,2017,74615,Diesel,Manual,2083.0,13.0,5,1,2115000
Mahindra,2020,125987,Diesel,Automatic,924.0,14.9,5,3,1708000
Volkswagen,2017,96353,Petrol,Automatic,1905.0,11.5,5,1,1950000
Maruti,2020,100648,Diesel,Manual,2106.0,12.3,5,4,2165000
Tata,2018,30556,Petrol,Manual,2506.0,11.7,7,1,2239000
Kia,2026,64042,Diesel,Automatic,858.0,16.8,5,3,2427000
Maruti,2020,23099,Petrol,Manual,2367.0,22.7,7,1,2604000
Toyota,2013,114089,Petrol,Manual,960.0,12.3,5,2,680000
Mahindra,2023,149302,Diesel,Manual,1083.0,12.1,5,3,1920000
Hyundai,2019,38866,CNG,Manual,905.0,20.3,5,1,1595000
Skoda,2019,110400,Petrol,Automatic,1928.0,13.2,5,1,2143000
Tata,2013,89246,Diesel,Automatic,2262.0,11.6,5,1,1790000
Skoda,2023,81975,Petrol,Manual,1027.0,12.7,8,3,1920000
Maruti,2025,86557,Petrol,Manual,2523.0,24.8,7,1,3335000
Mahindra,2015,142488,Petrol,Manual,2405.0,23.1,5,1,1671000
Mahindra,2025,77516,Petrol,Manual,1117.0,15.7,5,1,2524000
Toyota,2026,154130,Petrol,Manual,2287.0,20.5,7,1,3125000
Ford,2022,37602,Petrol,Manual,1601.0,18.6,5,2,2082000
Toyota,2026,134295,Petrol,Manual,2422.0,20.8,5,1,3380000
Ford,2018,92969,CNG,Manual,1673.0,20.9,5,2,1842000
Ford,2022,137161,Petrol,Manual,1271.0,20.1,7,3,1891000
Tata,2015,146559,Diesel,Manual,1879.0,14.3,4,1,1370000
Toyota,2015,5155,Petrol,Manual,1424.0,10.6,5,2,1505000
Hyundai,2017,128950,Diesel,Manual,812.0,17.3,7,1,1465000
Honda,2021,72494,Petrol,Automatic,2263.0,24.3,5,2,2653000
Honda,2017,81229,Petrol,Manual,1841.0,19.1,5,1,1862000
Toyota,2021,109648,Petrol,Manual,1493.0,23.3,5,2,2235000
Toyota,2026,43547,Petrol,Automatic,1772.0,25.9,7,1,3198000
Skoda,2014,33795,Petrol,Automatic,912.0,12.6,5,1,1097000
Tata,2026,26447,Diesel,Manual,1028.0,21.1,8,1,2654000
Toyota,2020,92960,CNG,Automatic,970.0,20.8,6,1,1764000
Skoda,2023,68278,Diesel,Manual,1094.0,25.7,5,2,2393000
Ford,2021,60077,Diesel,Manual,988.0,25.8,8,1,1998000
Mahindra,2025,117782,Petrol,Manual,1225.0,21.0,5,2,2375000
Mahindra,2022,107932,Petrol,Manual,1776.0,13.9,5,1,2415000
Ford,2013,145600,Petrol,Automatic,1902.0,22.8,5,2,1318000
Kia,2017,114869,Petrol,Manual,1457.0,11.7,5,1,1706000
Skoda,2023,144251,Petrol,Manual,1718.0,22.5,5,1,2359000
Skoda,2018,53781,Diesel,Manual,2005.0,24.6,4,1,2497000
Ford,2023,58798,Petrol,Manual,1298.0,16.1,5,2,2144000
Hyundai,2024,103696,Petrol,Manual,1561.0,20.1,7,1,2449000
Volkswagen,2020,55939,Diesel,Automatic,1665.0,16.9,5,3,2301000
